source_mat_id,sea_surf_temp,sea_surf_temp_method,ph,ph_method,sediment_temp,sediment_temp_method,redox_potential,redox_potential_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,chlorophyll,chlorophyll_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,magnesium,magnesium_method,methane,methane_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,oxy_stat_samp,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,particle_class,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,porosity,pressure,pressure_method,sea_surf_salinity,sea_surf_salinity_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,water_current,water_current_method
EMOBON_OOB_So_38,NA,NA,NA,NA,NA,NA,NA,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_39,13.85,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,13.62,Consort temperature compensator (ST10) PT1000,280,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_40,13.85,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,13.62,Consort temperature compensator (ST10) PT1000,280,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_41,13.85,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,13.62,Consort temperature compensator (ST10) PT1000,280,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_42,13.85,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,13.62,Consort temperature compensator (ST10) PT1000,280,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_43,13.85,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,13.62,Consort temperature compensator (ST10) PT1000,280,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7700000000001,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_44,13.85,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,13.62,Consort temperature compensator (ST10) PT1000,280,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7700000000001,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_45,13.85,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,13.62,Consort temperature compensator (ST10) PT1000,280,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7700000000001,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_46,13.85,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,13.62,Consort temperature compensator (ST10) PT1000,280,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7700000000001,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_47,22.82,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,237,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_48,22.82,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,237,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_49,22.82,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,237,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_50,22.82,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,237,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_51,NA,NA,NA,NA,NA,NA,NA,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_52,22.82,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,237,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_53,22.82,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,237,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_54,22.82,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,237,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_55,22.82,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,237,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.6,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_56,23.96,Seabird SBE 911plus CTD,8,Consort multimeter C3016,20,Consort temperature compensator (ST10) PT1000,240,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.94,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_57,23.96,Seabird SBE 911plus CTD,8,Consort multimeter C3016,20,Consort temperature compensator (ST10) PT1000,240,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.94,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_58,23.96,Seabird SBE 911plus CTD,8,Consort multimeter C3016,20,Consort temperature compensator (ST10) PT1000,240,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.94,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_59,23.96,Seabird SBE 911plus CTD,8,Consort multimeter C3016,20,Consort temperature compensator (ST10) PT1000,240,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.94,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_60,NA,NA,NA,NA,NA,NA,NA,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_OOB_So_61,21.21,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,205,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_62,21.21,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,205,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_63,21.21,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,205,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_64,21.21,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,205,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_65,NA,NA,NA,NA,NA,NA,NA,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_OOB_So_66,21.21,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,205,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_67,21.21,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,205,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_68,21.21,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,205,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_69,21.21,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,205,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_70,21.21,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,205,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_71,21.21,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,205,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_72,21.21,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,205,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_73,21.21,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,21,Consort temperature compensator (ST10) PT1000,205,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.21,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_74,15.24,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,15,Consort temperature compensator (ST10) PT1000,229,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.22,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_75,15.24,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,15,Consort temperature compensator (ST10) PT1000,229,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.22,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_76,15.24,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,15,Consort temperature compensator (ST10) PT1000,229,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.22,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_77,15.24,Seabird SBE 911plus CTD,8.1,Consort multimeter C3016,15,Consort temperature compensator (ST10) PT1000,229,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.22,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_78,NA,NA,NA,NA,NA,NA,NA,Consort ORP electrode (SO57),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seabird SBE 911plus CTD,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
